gisjoin,year,state,county,total_households,total_families,agg_fam_incom,agg_unrel_incom,agg_prop_val,mean_pro_value,mean_fam_incom,mean_hous_incom,mean_hous_incom_2,mean_hous_incom_3,sum_agg_incom
G1701770,1970,Illinois,Stephenson County,15931,12749,133010300,13648150,142081500,8918.555018517356,10432.998666562084,8349.149457033456,9205.853367647982,856.7039106145252,146658450
G1701790,1970,Illinois,Tazewell County,36474,31444,363628900,27166350,449183500,12315.169709930362,11564.333418140186,9969.537204584087,10714.351318747602,744.8141141635138,390795250
G1701810,1970,Illinois,Union County,5442,4289,36058100,3249100,26525750,4874.264976111724,8407.111214735369,6625.891216464535,7222.932745314222,597.0415288496877,39307200
G1701830,1970,Illinois,Vermilion County,32040,25264,267742450,29332300,258981750,8083.0758426966295,10597.785386320456,8356.50593008739,9271.995942571786,915.4900124843945,297074750
G1701850,1970,Illinois,Wabash County,4390,3455,31785000,3324900,27348750,6229.783599088838,9199.710564399422,7240.318906605922,7997.699316628702,757.3804100227791,35109900
G1701870,1970,Illinois,Warren County,6938,5506,51928750,5877650,47013250,6776.196310175843,9431.302215764621,7484.685788411646,8331.853560103777,847.1677716921303,57806400
G1701890,1970,Illinois,Washington County,4707,3764,34293700,2756550,27380500,5816.974718504355,9110.972369819341,7285.680900786063,7871.308689186319,585.627788400255,37050250
G1701910,1970,Illinois,Wayne County,6058,4884,38743100,3066250,28174000,4650.709805216243,7932.657657657658,6395.361505447342,6901.510399471773,506.1488940244305,41809350
G1701930,1970,Illinois,White County,6197,4891,39179500,4180350,32742500,5283.6049701468455,8010.52954406052,6322.3333871228015,6996.909795062127,674.5764079393255,43359850
G1701950,1970,Illinois,Whiteside County,19363,16077,169371300,13929600,187171250,9666.438568403657,10535.00653106923,8747.162113308888,9466.554769405568,719.3926560966793,183300900
G1701970,1970,Illinois,Will County,70688,60683,782921650,59887900,940116000,13299.513354459032,12901.828353904719,11075.73633431417,11922.950854459032,847.2145201448619,842809550
G1701990,1970,Illinois,Williamson County,17252,13549,114407950,10285300,117660250,6820.093322513332,8444.014318399883,6631.576049153721,7227.756202179457,596.1801530257361,124693250
G1702010,1970,Illinois,Winnebago County,76716,63297,772207900,74592250,937841500,12224.848792950623,12199.75512267564,10065.799833150842,11038.116559778924,972.3167266280828,846800150
G1702030,1970,Illinois,Woodford County,8337,7063,78535500,5804350,85936250,10307.814561592899,11119.283590542262,9420.115149334293,10116.330814441646,696.2156651073527,84339850
G1800010,1970,Indiana,Adams County,7982,6722,71427950,5119400,63896000,8005.011275369581,10625.996727164535,8948.628163367577,9589.996241543473,641.3680781758958,76547350
G1800030,1970,Indiana,Allen County,85720,69416,845048400,94136550,941925750,10988.401189920673,12173.683300679959,9858.240783947736,10956.4273215119,1098.1865375641623,939184950
G1800050,1970,Indiana,Bartholomew County,17414,14875,168384500,13173900,176578750,10140.045365797634,11319.966386554623,9669.490065464568,10426.00206730217,756.5120018376019,181558400
G1800070,1970,Indiana,Benton County,3467,2881,31745900,2992750,22594500,6517.0175944620705,11019.055883373829,9156.590712431496,10019.800980674936,863.2102682434381,34738650
G1800090,1970,Indiana,Blackford County,5159,4206,40995450,3528100,32670000,6332.622601279318,9746.897289586304,7946.394650125993,8630.26749370033,683.8728435743361,44523550
G1800110,1970,Indiana,Boone County,9878,8167,88071950,8359550,76028500,7696.750354322738,10783.880249785723,8915.969831949787,9762.249443207127,846.2796112573395,96431500
G1800130,1970,Indiana,Brown County,2827,2397,20659650,1950800,20352000,7199.15104350902,8618.961201501877,7307.976653696498,7998.036788114609,690.060134418111,22610450
G1800150,1970,Indiana,Carroll County,5793,4808,48248500,3667400,37330250,6444.027274296564,10035.045757071548,8328.758846884171,8961.833247022269,633.0744001380978,51915900
G1800170,1970,Indiana,Cass County,12990,10350,105467400,11102750,92593000,7128.02155504234,10190.08695652174,8119.122401847575,8973.837567359507,854.7151655119322,116570150
G1800190,1970,Indiana,Clark County,23249,19856,209298650,17363500,190103250,8176.835562819906,10540.826450443192,9002.479676545228,9749.329003397996,746.8493268527678,226662150
G1800210,1970,Indiana,Clay County,8283,6553,59682650,4876400,45307500,5469.938428105759,9107.683503738746,7205.438850657974,7794.162742967524,588.7238923095497,64559050
G1800230,1970,Indiana,Clinton County,10159,8107,79814050,7920750,67154500,6610.345506447485,9845.078327371408,7856.48685894281,8636.164976867802,779.6781179249926,87734800
G1800250,1970,Indiana,Crawford County,2643,2169,16460100,1285100,8402750,3179.247067726069,7588.796680497925,6227.8093076049945,6714.037079076807,486.22777147181233,17745200
G1800270,1970,Indiana,Daviess County,8549,6941,61353850,5572750,53250250,6228.827933091589,8839.338712001152,7176.728272312551,7828.5881389636215,651.8598666510703,66926600
G1800290,1970,Indiana,Dearborn County,9025,7562,70393450,5351200,70905500,7856.565096952909,9308.840253901084,7799.828254847645,8392.759002770083,592.9307479224377,75744650
G1800310,1970,Indiana,Decatur County,7014,5812,53751100,4468300,46290750,6599.764756201882,9248.296627666896,7663.401767892786,8300.45623039635,637.0544625035643,58219400
G1800330,1970,Indiana,DeKalb County,9466,7948,79461550,6006400,69451500,7336.942742446651,9997.67866129844,8394.416860342277,9028.94041833932,634.5235579970421,85467950
G1800350,1970,Indiana,Delaware County,39430,32192,351585900,42690800,359324250,9112.966015724069,10921.530193836978,8916.710626426579,9999.409079381181,1082.698452954603,394276700
G1800370,1970,Indiana,Dubois County,8592,7288,76264000,5319950,78684750,9157.908519553073,10464.324917672888,8876.163873370577,9495.338687150837,619.1748137802607,81583950
G1800390,1970,Indiana,Elkhart County,39319,32689,410082950,37259600,445891250,11340.35072102546,12544.983021811619,10429.638342785931,11377.261629237773,947.6232864518427,447342550
G1800410,1970,Indiana,Fayette County,8308,6956,70599200,7585000,63118500,7597.315840154069,10149.396204715355,8497.737120847376,9410.712566201251,912.9754453538758,78184200
G1800430,1970,Indiana,Floyd County,17571,14537,159750500,13043900,155457750,8847.404814751579,10989.234367476096,9091.713619031358,9834.067497581242,742.3538785498833,172794400
G1800450,1970,Indiana,Fountain County,6046,4896,43104350,4217800,34532000,5711.544823023487,8803.993055555555,7129.3996030433345,7827.01786304995,697.618260006616,47322150
G1800470,1970,Indiana,Franklin County,4886,4107,37131700,2735400,26385750,5400.2762996316005,9041.076211346483,7599.611133851821,8159.45558739255,559.8444535407286,39867100
G1800490,1970,Indiana,Fulton County,5730,4613,43586450,4164750,36101750,6300.479930191972,9448.612616518534,7606.7102966841185,8333.542757417103,726.8324607329843,47751200
G1800510,1970,Indiana,Gibson County,10099,8168,76711100,7274750,65405000,6476.383800376275,9391.662585700295,7595.910486186751,8316.254084562828,720.3435983760768,83985850
G1800530,1970,Indiana,Grant County,25417,20839,222851550,21791150,216451000,8515.993232875635,10693.965641345554,8767.814848329857,9625.16032576622,857.3454774363615,244642700
G1800550,1970,Indiana,Greene County,9497,7561,64818750,5605000,49985500,5263.293671685796,8572.774765242693,6825.181636306202,7415.368010950827,590.1863746446246,70423750
G1800570,1970,Indiana,Hamilton County,16453,14298,177989150,10409350,197856250,12025.54245426366,12448.53476010631,10818.036224396767,11450.708077554245,632.6718531574788,188398500
G1800590,1970,Indiana,Hancock County,10792,9197,105519100,7486700,98864250,9160.883061527056,11473.208654996195,9777.529651593773,10471.256486286138,693.7268346923647,113005800
G1800610,1970,Indiana,Harrison County,6208,5301,48029900,2625250,33852250,5453.00418814433,9060.53574797208,7736.775128865979,8159.656894329897,422.88176546391753,50655150
G1800630,1970,Indiana,Hendricks County,16104,14051,168455350,9618200,176116500,10936.195976154993,11988.851327307664,10460.466343765524,11057.721684053651,597.2553402881272,178073550
G1800650,1970,Indiana,Henry County,16612,13908,143751650,10945500,129555000,7798.880327474115,10335.896606269773,8653.482422345292,9312.373585359981,658.8911630146882,154697150
G1800670,1970,Indiana,Howard County,26181,21903,246801950,21512500,276836750,10573.956304190062,11267.951878738073,9426.757954241626,10248.441617967228,821.6836637256025,268314450
G1800690,1970,Indiana,Huntington County,11069,8998,95095200,9106500,80008000,7228.114554160267,10568.481884863302,8591.128376547114,9413.831421085915,822.703044538802,104201700
G1800710,1970,Indiana,Jackson County,10583,8846,89679650,5390400,84228250,7958.825474818104,10137.875876102193,8473.934612113768,8983.27978833979,509.3451762260229,95070050
G1800730,1970,Indiana,Jasper County,5832,4852,46613550,5859150,38734250,6641.675240054869,9607.079554822754,7992.721193415638,8997.376543209877,1004.6553497942386,52472700
G1800750,1970,Indiana,Jay County,7832,6288,59741250,4664950,42774750,5461.536006128703,9500.834923664122,7627.840909090909,8223.46782431052,595.6269152196119,64406200
G1800770,1970,Indiana,Jefferson County,7890,6585,63331300,5824200,57338250,7267.205323193916,9617.509491268034,8026.780735107732,8764.955640050697,738.1749049429658,69155500
G1800790,1970,Indiana,Jennings County,5404,4606,39893050,3358950,30110750,5571.937453737972,8661.105080330004,7382.1336047372315,8003.700962250185,621.5673575129533,43252000
G1800810,1970,Indiana,Johnson County,17373,15030,170127150,13257050,172716750,9941.676739768607,11319.171656686627,9792.617855292696,10555.701375697921,763.0835204052265,183384200
G1800830,1970,Indiana,Knox County,13692,10630,92467400,12506200,89251250,6518.496202161847,8698.720602069614,6753.388840198656,7666.783523225241,913.3946830265849,104973600
G1800850,1970,Indiana,Kosciusko County,15389,12868,133300700,13108850,136429750,8865.407108973943,10359.084550823749,8662.0768081096885,9513.909285853531,851.832477743843,146409550
G1800870,1970,Indiana,LaGrange County,5828,5041,49833300,3248350,38335500,6577.814001372683,9885.59809561595,8550.66918325326,9108.038778311598,557.3695950583391,53081650
G1800890,1970,Indiana,Lake County,160024,134484,1574724550,147490300,1732272500,10825.079363095536,11709.382156985217,9840.552354646803,10762.228478228266,921.6761235814628,1722214850
G1800910,1970,Indiana,LaPorte County,31697,26356,309562900,25500700,325109500,10256.790863488659,11745.44316284717,9766.315424172635,10570.830047007603,804.5146228349686,335063600
G1800930,1970,Indiana,Lawrence County,12576,10474,96065600,7590450,85818750,6824.010019083969,9171.815925147985,7638.804071246819,8242.370388040712,603.5663167938932,103656050
G1800950,1970,Indiana,Madison County,44190,36164,410221950,39128350,418378500,9467.718940936864,11343.37877447185,9283.139850644942,10168.596967639738,885.4571169947952,449350300
G1800970,1970,Indiana,Marion County,251522,199616,2454722800,325549500,2460761250,9783.48315455507,12297.22467136903,9759.475513076392,11053.79370393047,1294.3181908540803,2780272300
G1800990,1970,Indiana,Marshall County,11014,9091,95658050,7840850,83594250,7589.817504993644,10522.280277197227,8685.13255856183,9397.031051389142,711.8984928273107,103498900
G1801010,1970,Indiana,Martin County,3294,2784,23985300,1499750,14733750,4472.905282331511,8615.409482758621,7281.511839708561,7736.8093503339405,455.29751062537946,25485050
G1801030,1970,Indiana,Miami County,11959,9950,92031650,10130000,65183750,5450.60205702818,9249.412060301507,7695.5974579814365,8542.658249017477,847.0607910360399,102161650
G1801050,1970,Indiana,Monroe County,25045,18670,196868100,47708300,203204000,8113.555599920143,10544.622388859132,7860.574965062887,9765.478139349172,1904.9031742862846,244576400
G1801070,1970,Indiana,Montgomery County,11044,8891,91354550,9103550,86515250,7833.687975371242,10274.946575188393,8271.871604491127,9096.169865990583,824.2982614994568,100458100
G1801090,1970,Indiana,Morgan County,12900,11286,119971400,6696850,107331500,8320.271317829458,10630.108098529152,9300.108527131782,9819.244186046511,519.1356589147287,126668250
G1801110,1970,Indiana,Newton County,3745,3023,28356400,2934750,22709000,6063.818424566088,9380.21832616606,7571.802403204272,8355.447263017357,783.6448598130842,31291150
G1801130,1970,Indiana,Noble County,9696,8124,81718800,6304150,67224250,6933.194100660066,10058.9364844904,8428.094059405941,9078.27454620462,650.1804867986799,88022950
G1801150,1970,Indiana,Ohio County,1378,1141,9808950,875850,7931500,5755.805515239477,8596.801051709028,7118.251088534107,7753.846153846154,635.5950653120465,10684800
G1801170,1970,Indiana,Orange County,5536,4536,35931800,3295250,26527750,4791.862355491329,7921.47266313933,6490.570809248555,7085.811054913294,595.2402456647399,39227050
G1801190,1970,Indiana,Owen County,3985,3272,27099400,2189750,17528250,4398.557089084065,8282.212713936431,6800.3513174404015,7349.849435382685,549.4981179422836,29289150
G1801210,1970,Indiana,Parke County,4937,3899,31811750,3224200,23457000,4751.265950982378,8158.951013080277,6443.538586185943,7096.607251367227,653.0686651812841,35035950
G1801230,1970,Indiana,Perry County,5755,4835,41425950,2902250,39329000,6833.8835794960905,8567.931747673216,7198.253692441355,7702.554300608167,504.30060816681146,44328200
G1801250,1970,Indiana,Pike County,4298,3488,29624350,1874100,20322250,4728.303862261517,8493.219610091743,6892.589576547231,7328.62959516054,436.0400186133085,31498450
G1801270,1970,Indiana,Porter County,24625,21211,269283850,23575650,329110500,13364.893401015228,12695.48111828768,10935.384771573605,11892.77157360406,957.3868020304568,292859500
G1801290,1970,Indiana,Posey County,6742,5724,50672200,3350550,47148250,6993.2141797686145,8852.585604472397,7515.900326312667,8012.867101750223,496.9667754375556,54022750
G1801310,1970,Indiana,Pulaski County,3980,3199,29053500,2676250,21800250,5477.449748743718,9082.056892778994,7299.874371859297,7972.298994974874,672.4246231155779,31729750
G1801330,1970,Indiana,Putnam County,7859,6401,63123100,8616300,52691500,6704.606183992874,9861.443524449305,8031.950629851126,9128.311490011452,1096.3608601603257,71739400
G1801350,1970,Indiana,Randolph County,9645,7874,75976200,6146100,54148000,5614.10057024365,9648.996697993396,7877.2628304821155,8514.494556765163,637.2317262830483,82122300
G1801370,1970,Indiana,Ripley County,6454,5361,48288700,3314350,35366500,5479.779981406879,9007.405334825593,7481.980167338085,7995.514409668423,513.5342423303377,51603050
G1801390,1970,Indiana,Rush County,6253,5103,47889700,3764850,33753250,5397.92899408284,9384.6168920243,7658.675835598912,8260.762833839757,602.0869982408444,51654550
G1801410,1970,Indiana,St. Joseph County,75666,61725,707686950,80291200,793614750,10488.393069542462,11465.159173754557,9352.77337245262,10413.899902201782,1061.1265297491607,787978150
G1801430,1970,Indiana,Scott County,5132,4402,39602250,3041150,31009500,6042.381137957911,8996.422080872331,7716.728371005456,8309.314107560405,592.5857365549493,42643400
G1801450,1970,Indiana,Shelby County,11874,9788,102306700,7882000,87785750,7393.106787940037,10452.257866775644,8616.026612767391,9279.829880410982,663.8032676435911,110188700
G1801470,1970,Indiana,Spencer County,5057,4292,35992450,3468650,25386250,5020.021752026893,8385.938956197577,7117.352185089974,7803.262804034012,685.910618944038,39461100
G1801490,1970,Indiana,Starke County,5890,4861,43098900,3213350,35899500,6094.991511035653,8866.262085990536,7317.300509337861,7862.86078098472,545.5602716468591,46312250
